SiteID,SiteName,SampleDate,Year,Quadrat_Num,Elevation_Position,Species,Percent_Cover
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Mid (0.5 m MLLW),Blidingia minima var. minima,28
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Mid (0.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Mid (0.5 m MLLW),non-coralline algal crust,40
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Upper (1.5 m MLLW),bare substrate,8
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Upper (1.5 m MLLW),barnacle,20
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Upper (1.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Upper (1.5 m MLLW),Fucus distichus,32
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,10,Upper (1.5 m MLLW),Gloiopeltis furcata,16
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Mid (0.5 m MLLW),bare substrate,52
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Mid (0.5 m MLLW),encrusting coralline algae,8
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Mid (0.5 m MLLW),Fucus distichus,8
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Mid (0.5 m MLLW),Pylaiella littoralis,20
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Upper (1.5 m MLLW),bare substrate,8
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Upper (1.5 m MLLW),barnacle,84
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Upper (1.5 m MLLW),Blidingia minima var. minima,12
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,11,Upper (1.5 m MLLW),Pylaiella littoralis,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Mid (0.5 m MLLW),bare substrate,8
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Mid (0.5 m MLLW),foliose coralline algae,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Mid (0.5 m MLLW),Fucus distichus,24
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Mid (0.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Mid (0.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),bare substrate,28
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),barnacle,36
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),Fucus distichus,12
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),Gloiopeltis furcata,20
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),Ptilota asplenoides,4
KEP_B05_RI_02,McCarty Fjord,2016-06-19,2016,12,Upper (1.5 m MLLW),Pylaiella littoralis,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Alaria marginata,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Cryptosiphonia woodii,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Elachista fucicola,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),encrusting bryozoan,72
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Fucus distichus,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Phycodrys fimbriata,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Mid (0.5 m MLLW),Tokidadendron bullatum,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),bare substrate,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),barnacle,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Endocladia muricata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Fucus distichus,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Mytilus trossulus,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),non-coralline algal crust,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),Soranthera ulvoidea,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,1,Upper (1.5 m MLLW),unidentified anemone,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Alaria marginata,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Cryptosiphonia woodii,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Elachista fucicola,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),encrusting bryozoan,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),encrusting coralline algae,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),foliose coralline algae,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Fucus distichus,40
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Microcladia borealis,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Phycodrys fimbriata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Mid (0.5 m MLLW),Tokidadendron bullatum,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),barnacle,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),Elachista fucicola,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),Fucus distichus,56
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,2,Upper (1.5 m MLLW),non-coralline algal crust,92
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Alaria marginata,60
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Cryptosiphonia woodii,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),encrusting bryozoan,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),encrusting coralline algae,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),foliose coralline algae,56
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Fucus distichus,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Halosaccion glandiforme,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Microcladia borealis,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Mytilus trossulus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Phycodrys fimbriata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),Tokidadendron bullatum,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Mid (0.5 m MLLW),unidentified brown algae,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Upper (1.5 m MLLW),bare substrate,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Upper (1.5 m MLLW),barnacle,76
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,3,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Alaria marginata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Ceramium pacificum,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),encrusting bryozoan,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),encrusting coralline algae,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),foliose coralline algae,48
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Halosaccion glandiforme,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Microcladia borealis,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Mytilus trossulus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Soranthera ulvoidea,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Mid (0.5 m MLLW),Tokidadendron bullatum,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Upper (1.5 m MLLW),bare substrate,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Upper (1.5 m MLLW),Gloiopeltis furcata,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Upper (1.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,4,Upper (1.5 m MLLW),non-coralline algal crust,72
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Elachista fucicola,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),encrusting bryozoan,48
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),encrusting coralline algae,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),foliose coralline algae,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Fucus distichus,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Halosaccion glandiforme,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Membranoptera spinulosa,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Microcladia borealis,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Phycodrys fimbriata,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Soranthera ulvoidea,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Mid (0.5 m MLLW),Tokidadendron bullatum,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),barnacle,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Elachista fucicola,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),encrusting bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Fucus distichus,76
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Halosaccion glandiforme,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),non-coralline algal crust,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,5,Upper (1.5 m MLLW),Soranthera ulvoidea,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),encrusting bryozoan,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),encrusting coralline algae,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),foliose bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),foliose coralline algae,72
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),Halosaccion glandiforme,60
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),Microcladia borealis,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Mid (0.5 m MLLW),Mytilus trossulus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),bare substrate,44
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),barnacle,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Halosaccion glandiforme,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),Leathesia marina,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,6,Upper (1.5 m MLLW),non-coralline algal crust,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Antithamnionella pacifica,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Cryptosiphonia woodii,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Elachista fucicola,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),encrusting bryozoan,68
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),encrusting coralline algae,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Fucus distichus,72
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Microcladia borealis,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),Tokidadendron bullatum,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Mid (0.5 m MLLW),unidentified sponge,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),bare substrate,68
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),barnacle,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),Endocladia muricata,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,7,Upper (1.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Antithamnionella pacifica,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Ceramium pacificum,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Dictyosiphon foeniculaceus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),encrusting bryozoan,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),encrusting coralline algae,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),foliose coralline algae,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Fucus distichus,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Halosaccion glandiforme,36
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Microcladia borealis,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),non-coralline algal crust,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Phycodrys fimbriata,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Soranthera ulvoidea,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),Tokidadendron bullatum,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Mid (0.5 m MLLW),unidentified sponge,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),bare substrate,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),barnacle,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Callithamnion pikeanum,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),encrusting bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),foliose coralline algae,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Fucus distichus,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Halosaccion glandiforme,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),Mytilus trossulus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,8,Upper (1.5 m MLLW),non-coralline algal crust,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Antithamnionella pacifica,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),encrusting bryozoan,44
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),encrusting coralline algae,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),foliose bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),foliose coralline algae,48
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Fucus distichus,44
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Halosaccion glandiforme,16
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Microcladia borealis,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Phycodrys fimbriata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Saccharina latissima,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),Tokidadendron bullatum,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Mid (0.5 m MLLW),unidentified sponge,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Upper (1.5 m MLLW),bare substrate,20
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Upper (1.5 m MLLW),barnacle,44
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,28
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Upper (1.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,9,Upper (1.5 m MLLW),non-coralline algal crust,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),barnacle,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),Elachista fucicola,8
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),encrusting bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),Fucus distichus,52
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Mid (0.5 m MLLW),non-coralline algal crust,92
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),bare substrate,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),barnacle,32
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Fucus distichus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Gloiopeltis furcata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Mytilus trossulus,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),non-coralline algal crust,40
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,10,Upper (1.5 m MLLW),Phycodrys fimbriata,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,36
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),encrusting bryozoan,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),encrusting coralline algae,36
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),foliose bryozoan,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),foliose coralline algae,36
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Fucus distichus,24
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Halosaccion glandiforme,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Microcladia borealis,4
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),non-coralline algal crust,12
KEP_B05_RI_02,McCarty Fjord,2015-06-17,2015,11,Mid (0.5 m MLLW),Phycodrys fimbriata,12
