Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,NumberPrimaryCores,PrimaryMusselCount,NumberAdditionalCores,AdditionalMusselCount
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,9,1,14,2,22
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,10,1,20,1,61
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,1,1,37,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,2,1,76,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,3,1,5,5,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,4,1,0,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,5,1,110,1,93
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,6,1,0,8,10
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,7,1,38,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,8,1,127,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,9,1,17,2,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,10,1,89,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,1,1,0,2,52
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,2,1,7,5,39
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,3,1,8,2,55
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,4,1,40,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,5,1,38,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,6,1,47,1,74
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,7,1,9,2,62
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,8,1,96,1,117
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,9,1,145,1,0
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,10,1,54,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,1,1,0,4,316
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,2,1,101,1,93
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,3,1,97,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,1,0,8,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,1,144,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,1,22,3,54
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,1,0,4,155
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,1,145,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,1,71,2,141
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,1,65,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,1,0,2,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,1,80,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,1,25,8,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,4,1,113,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,5,1,0,6,94
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,6,1,6,5,9
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,7,1,59,7,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,8,1,18,1,63
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,9,1,18,1,62
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,10,1,82,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,1,1,13,2,48
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,2,1,0,1,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,3,1,63,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,4,1,119,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,5,1,82,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,6,1,78,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,7,1,46,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,8,1,14,2,68
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,9,1,28,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,10,1,36,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,1,1,86,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,2,1,2,1,18
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,3,1,0,4,125
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,4,1,206,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,5,1,54,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,6,1,0,8,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,7,1,167,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,8,1,0,1,163
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,9,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,10,1,94,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,1,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,2,1,30,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,4,1,42,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,5,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,6,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,7,1,3,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,8,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,9,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,10,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,1,1,25,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,2,1,12,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,4,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,5,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,6,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,7,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,9,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,10,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,1,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,2,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,3,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,4,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,5,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,6,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,7,1,7,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,9,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,10,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,1,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,2,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,4,1,18,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,5,1,9,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,6,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,7,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,9,1,19,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2011,2011,10,1,31,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,1,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,2,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,3,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,4,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,5,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,6,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,7,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,9,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2012,2012,10,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,1,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,2,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,4,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,5,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,6,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,7,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,9,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2013,2013,10,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,1,1,55,8,63
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,2,1,0,8,4
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,3,1,0,8,13
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,4,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,5,1,1,8,2
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,6,1,0,8,11
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,7,1,12,8,29
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,8,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,9,1,1,8,5
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2014,2014,10,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,1,1,0,8,117
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,2,1,0,8,59
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,3,1,4,8,50
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,4,1,7,8,10
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,5,1,8,8,79
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,6,1,0,8,17
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,7,1,0,8,10
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,8,1,7,8,58
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,9,1,0,8,26
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2015,2015,10,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,1,1,21,1,32
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,2,1,0,8,41
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,3,1,0,8,41
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,4,1,52,8,130
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,5,1,0,8,64
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,6,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,7,1,0,8,68
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,8,1,59,8,37
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,9,1,66,8,33
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2016,2016,10,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,1,1,5,2,25
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,2,1,0,8,13
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,3,1,0,2,28
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,4,1,24,2,30
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,5,1,20,2,39
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,6,1,0,6,49
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,7,1,0,8,59
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,8,1,13,2,23
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/26/2017,2017,9,1,20,6,27
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,1,1,2,8,18
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,2,1,0,3,60
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,3,1,6,8,29
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,4,1,13,8,52
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,5,1,27,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,6,1,3,8,79
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,7,1,10,8,31
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,8,1,0,8,11
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,9,1,9,8,41
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/16/2018,2018,10,1,0,4,5
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,1,1,19,2,17
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,2,1,0,1,13
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,3,1,27,2,2
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,4,1,22,6,7
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,5,1,23,8,17
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,6,1,15,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,7,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,8,1,0,8,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,9,1,0,8,7
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2019,2019,10,1,0,8,4
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,1,1,0,8,2
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,2,1,2,8,14
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,3,1,7,4,38
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,4,1,13,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,5,1,9,2,16
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,6,1,12,0,.
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,7,1,3,5,43
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,8,1,1,2,12
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,9,1,0,2,27
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/28/2021,2021,10,1,0,8,25
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,1,1,0,4,63
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,2,1,6,8,107
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,3,1,0,8,28
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,4,1,9,1,40
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,5,1,8,3,37
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,6,1,0,8,1
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,7,1,12,3,154
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,8,1,16,1,18
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,9,1,0,8,82
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/18/2022,2022,10,1,0,8,63
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,1,1,7,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,2,1,33,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,4,1,5,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,5,1,28,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,6,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,7,1,11,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,8,1,3,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,9,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/18/2008,2008,10,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,1,1,10,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,2,1,9,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,3,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,4,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,5,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,6,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,7,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,8,1,10,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,9,1,16,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/21/2009,2009,10,1,15,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,1,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,2,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,3,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,4,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,5,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,6,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,7,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,8,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,9,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/26/2010,2010,10,1,1,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,1,1,17,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,2,1,7,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,3,1,14,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,4,1,12,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,5,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,6,1,3,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,7,1,7,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,8,1,12,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,9,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/15/2011,2011,10,1,0,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,1,1,2,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,2,1,8,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,3,1,5,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,4,1,5,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,5,1,5,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,6,1,12,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,7,1,23,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,8,1,5,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,9,1,16,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/20/2012,2012,10,1,8,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,1,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,2,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,3,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,4,1,8,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,5,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,6,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,7,1,7,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,8,1,6,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,9,1,4,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/23/2013,2013,10,0,.,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,1,1,0,3,23
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,2,1,0,4,62
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,3,1,5,3,15
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,4,1,15,6,78
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,5,1,38,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,6,1,93,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,7,1,26,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,8,1,43,1,47
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,9,1,18,2,21
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/13/2014,2014,10,1,9,5,41
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,1,1,9,6,51
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,2,1,0,8,52
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,3,1,12,2,45
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,4,1,25,4,30
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,5,1,2,3,58
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,6,1,7,2,35
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,7,1,1,5,43
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,8,1,6,8,61
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,9,1,3,7,29
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/17/2015,2015,10,1,24,2,34
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,1,1,17,2,19
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,2,1,0,8,39
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,3,1,24,0,.
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,4,1,13,2,35
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,5,1,2,2,20
KEP,5,KEFJ,KEP_B05_MI_02,McCarty,6/19/2016,2016,6,1,0,5,92
