 Year,Date (YYYY-MM-DD), Region, Site,Latitude,Longitude, Quadrat (m2), Replicate, length (mm), frequency
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,33,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,34,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,35,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,36,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,37,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,38,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,39,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,9,40,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,1,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,2,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,3,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,4,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,5,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,6,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,7,2
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,8,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,9,4
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,10,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,11,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,12,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,13,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,14,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,15,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,16,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,17,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,18,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,19,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,20,1
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,21,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,22,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,23,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,24,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,25,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,26,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,27,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,28,0
2018,5/15/2018,Kachemak Bay,Port Graham,59.373,-151.894,0.0625,10,29,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,1,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,2,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,3,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,4,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,5,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,6,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,7,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,8,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,9,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,10,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,11,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,12,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,13,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,14,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,15,14
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,16,14
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,17,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,18,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,19,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,20,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,21,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,22,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,23,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,24,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,25,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,26,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,27,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,28,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,29,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,30,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,31,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,32,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,33,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,34,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,35,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,36,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,37,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,38,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,39,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,40,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,41,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,42,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,43,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,44,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,45,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,46,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,47,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,48,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,49,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,50,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,51,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,52,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,53,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,54,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,55,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,56,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,1,57,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,1,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,2,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,3,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,4,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,5,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,6,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,7,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,8,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,9,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,10,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,11,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,12,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,13,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,14,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,15,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,16,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,17,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,18,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,19,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,20,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,21,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,22,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,23,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,24,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,25,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,26,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,27,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,28,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,29,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,30,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,31,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,32,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,33,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,34,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,35,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,36,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,37,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,38,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,39,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,2,40,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,1,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,2,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,3,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,4,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,5,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,6,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,7,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,8,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,9,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,10,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,11,12
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,12,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,13,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,14,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,15,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,16,18
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,17,23
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,18,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,19,12
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,20,24
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,21,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,22,21
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,23,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,24,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,25,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,26,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,27,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,28,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,29,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,30,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,31,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,32,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,33,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,34,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,35,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,36,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,37,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,38,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,39,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,40,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,41,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,42,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,43,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,44,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,45,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,46,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,47,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,48,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,49,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,50,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,51,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,52,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,53,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,54,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,55,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,56,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,57,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,58,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,59,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,3,60,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,1,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,2,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,3,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,4,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,5,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,6,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,7,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,8,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,9,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,10,25
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,11,19
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,12,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,13,19
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,14,20
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,15,21
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,16,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,17,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,18,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,19,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,20,12
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,21,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,22,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,23,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,24,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,25,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,26,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,27,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,28,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,29,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,4,30,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,1,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,2,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,3,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,4,12
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,5,8
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,6,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,7,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,8,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,9,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,10,14
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,11,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,12,20
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,13,21
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,14,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,15,22
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,16,18
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,17,14
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,18,19
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,19,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,20,25
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,21,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,22,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,23,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,24,18
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,25,25
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,26,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,27,17
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,28,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,29,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,30,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,31,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,32,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,33,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,34,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,35,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,36,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,5,37,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,1,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,2,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,3,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,4,16
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,5,13
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,6,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,7,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,8,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,9,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,10,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,11,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,12,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,13,12
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,14,10
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,15,18
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,16,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,17,15
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,18,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,19,5
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,20,11
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,21,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,22,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,23,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,24,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,25,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,26,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,27,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,28,0
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,29,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,30,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,6,31,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,1,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,2,2
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,3,4
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,4,6
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,5,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,6,1
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,7,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,8,9
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,9,3
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,10,7
2018,5/16/2018,Kachemak Bay,Cohen Island,59.539,-151.477,0.0625,7,11,1
