Year,Date(YYYY-MM-DD),Region,Site,latitude,longitude,Stratum,Replicate,SubstrateType,PercentCover(%)
2014,6/13/2014,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,7,sand/mud,0
2014,6/13/2014,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,8,sand/mud,0
2014,6/13/2014,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,9,sand/mud,0
2014,6/13/2014,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,10,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,1,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,2,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,3,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,4,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,5,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,6,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,7,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,8,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,9,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,10,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,1,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,2,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,3,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,4,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,5,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,7,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,8,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,9,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,10,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,1,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,2,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,3,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,4,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,5,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,6,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,7,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,8,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,9,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,10,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,1,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,2,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,3,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,4,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,5,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,6,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,7,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,8,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,9,sand/mud,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,10,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,1,sand/mud,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,2,sand/mud,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,3,sand/mud,45
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,4,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,5,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,6,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,7,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,8,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,9,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,10,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,1,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,2,sand/mud,30
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,3,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,4,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,5,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,6,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,7,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,8,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,9,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,10,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,1,sand/mud,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,2,sand/mud,25
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,3,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,4,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,5,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,6,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,7,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,8,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,9,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,10,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,1,sand/mud,n/a
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,2,sand/mud,25
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,3,sand/mud,30
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,4,sand/mud,15
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,5,sand/mud,15
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,6,sand/mud,15
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,7,sand/mud,30
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,8,sand/mud,40
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,9,sand/mud,25
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,10,sand/mud,20
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,1,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,2,sand/mud,75
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,3,sand/mud,87
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,4,sand/mud,70
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,5,sand/mud,100
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,6,sand/mud,98
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,7,sand/mud,100
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,8,sand/mud,100
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,9,sand/mud,100
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,10,sand/mud,90
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,1,sand/mud,30
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,2,sand/mud,3
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,3,sand/mud,70
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,4,sand/mud,100
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,5,sand/mud,73
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,6,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,7,sand/mud,5
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,8,sand/mud,35
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,9,sand/mud,10
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,10,sand/mud,20
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,1,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,2,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,3,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,4,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,5,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,6,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,7,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,8,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,9,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,10,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,1,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,2,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,3,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,4,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,5,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,6,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,7,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,8,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,9,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,10,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,1,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,2,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,3,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,4,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,5,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,6,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,7,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,8,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,9,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,10,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,1,sand/mud,1
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,2,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,3,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,4,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,5,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,6,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,7,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,8,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,9,sand/mud,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,10,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,1,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,2,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,3,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,4,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,5,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,6,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,7,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,8,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,9,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,10,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,1,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,2,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,3,sand/mud,5
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,4,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,5,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,6,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,7,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,8,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,9,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,10,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,1,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,2,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,3,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,4,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,5,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,6,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,7,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,8,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,9,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,10,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,1,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,2,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,3,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,4,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,5,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,6,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,7,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,8,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,9,sand/mud,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,10,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,1,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,2,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,3,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,4,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,5,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,6,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,7,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,8,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,9,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,10,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,1,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,2,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,3,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,4,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,5,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,6,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,7,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,8,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,9,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,10,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,1,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,2,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,3,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,4,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,5,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,6,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,7,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,8,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,10,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,1,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,2,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,3,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,4,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,5,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,6,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,7,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,8,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,9,sand/mud,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,10,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,1,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,2,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,3,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,4,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,5,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,6,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,7,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,8,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,9,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,10,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,1,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,2,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,3,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,4,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,5,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,7,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,8,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,9,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,10,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,1,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,2,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,3,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,4,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,5,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,6,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,7,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,8,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,9,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,10,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,1,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,2,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,3,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,4,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,5,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,6,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,7,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,8,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,9,sand/mud,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,10,sand/mud,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,1,sand/mud,50
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,2,sand/mud,10
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,3,sand/mud,20
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,4,sand/mud,30
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,5,sand/mud,5
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,6,sand/mud,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,7,sand/mud,10
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,8,sand/mud,5
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,9,sand/mud,0
