Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,SiteSurveyed,TransectNumber,TransectSampled,TransectPosition,VerticalLength,DistanceCross,QuadratMultiplier,QuadratPosition,QuadratPosition_Overridden,QuadratLength,QuadratHeight,Area,CoreQualifier,QuadQualifier,Primary,Numadd,CoreCount,Notes
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2012,2012,Yes,9,Y,42.6,40.2,15.5,0.3,12.06,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,went over horixzontal top till out of mussels or hit standing water
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2012,2012,Yes,10,Y,47.6,39,14.75,0.13,5.07,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,went over horixzontal top till out of mussels or hit standing water
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,1,Y,1.93,19.45,0,0.58,11.28,UNK,50,100,0.5,No Mussels,Mussels Present,Y,0,1,"""vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. A core count of 1 is on the data sheet- but the core data spreadsheet says 0"""
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,2,Y,6.93,3.2,0,0.46,9.8,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 28.2m. quad/core sampled outside area of bed according to gap rule"
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,3,Y,11.93,4.1,0,0.48,18.85,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 27.9m. quad/core sampled outside area of bed according to gap rule"
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,4,Y,16.93,0,0,0.67,14,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 27.4m. quad/core sample outside bed area based on gap rule."
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,5,Y,21.93,0,0,0.12,2.4,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 27.16m. quad/core sample outside bed area based on gap rule."
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,6,Y,26.93,0,0,0.43,8.5,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 26.7m. quad/core sample outside bed area based on gap rule."
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,7,Y,31.93,26.6,0,0.25,6.65,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,8,Y,36.93,2.9,0,0.22,5.6,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 26.8m. quad/core sampled outside area of bed according to gap rule"
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,9,Y,41.93,1.2,0,0.86,11.91,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled outside bed as defined by gap rule. With gaps mussels extend to 26.95m. quad/core sampled outside area of bed according to gap rule"
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2013,2013,Yes,10,Y,46.93,13.6,0,0.27,6.9,UNK,50,100,0.5,Mussels Present,Mussels Present,Y,0,1,"vert distance of mussels changed due to applying gap rule. Original vert tx laid out from horizontal to 0MLLW and gap rule not employed, so quad sampling at random prop times this length. Quad/core sampled inside bed even as defined by gap rule. With gaps mussels extend to 27.1m"
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,1,Y,3.41,11.4,0.4,0.65,7.4,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,2,Y,8.41,15.3,1.2,0.46,7,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,3,Y,13.41,15.7,0.7,0.28,4.4,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,4,Y,18.41,20,0.2,0.34,6.8,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,5,Y,23.41,18.6,0,0.67,12.5,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,6,Y,28.41,22.6,2.1,0.83,18.7,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,4,5,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,7,Y,33.41,18.1,0,0.76,13.8,UNK,50,50,0.25,Mussels Present,Mussels Present,N,8,8,primary core data discarded because core was taken after a large rock was moved.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,8,Y,38.41,19,2.35,0.59,11.2,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,5,6,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,9,Y,43.41,20.8,1.3,0.24,5,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,6,7,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2014,2014,Yes,10,Y,48.41,0,0,0.01,0,UNK,.,.,.,Not Sampled,Not Sampled,N,0,0,"""mussels were found scattered below 1.7m, but quad and core not sampled"""
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,1,Y,4.2,17.2,0,0.08,1.38,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,"""SITE NOTE, not just tx 1: Mussels continue below zero tide line. Mussels also continue above tape, but not sampled, as this site requires that the tape set upper boundary. LOTS of mussels just below 20mm. """
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,2,Y,9.2,17.7,0,0.51,9.03,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,3,Y,14.2,17.85,0,0.1,1.79,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,4,Y,19.2,18,0,0.42,7.56,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,5,Y,24.2,16.9,0,0.23,3.89,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,6,Y,29.2,16.4,0,0.22,3.61,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,7,Y,34.2,16.3,0,0.15,2.44,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,8,Y,39.2,16.2,0,0.49,7.94,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,9,Y,44.2,18.1,0,0.57,10.32,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2015,2015,Yes,10,Y,49.2,18.3,0,0.4,7.32,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,1,Y,2.3,32.1,14.3,0.31,10,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,5,6,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,2,Y,7.3,28.9,11.1,0.25,7.23,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,3,Y,12.3,27.9,10.1,0.81,22.6,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,4,Y,17.3,28.2,7.7,0.05,1.41,No,25,25,0.0625,Mussels Present,Mussels Present,Y,3,4,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,5,Y,22.3,27.9,6.8,0.41,9.14,Yes,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,6,Y,27.3,27,5.7,0.98,26.46,No,25,50,0.125,Mussels Present,Mussels Present,Y,6,7,Scattered individual mussels still lower. Core- additional for tx 6; landed on bare rock. Primary- also on bare rock
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,7,Y,32.7,23.2,3.7,0.52,12.06,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,8,Y,37.3,26.35,6.5,0.08,2.1,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,9,Y,42.3,31.9,10.4,0.69,22.01,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/22/2016,2016,Yes - Site Surveyed,10,Y,47.3,30.8,9.5,0.15,4.62,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,Scattered individual mussels still lower.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,1,Y,0.33,19.7,8.5,0.7,13.79,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,2,Y,5.33,16.6,7.5,0.06,0.99,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,1,2,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,3,Y,10.33,17.3,9.7,0.2,3.46,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,4,Y,15.33,15.1,7.6,0.29,4.37,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,5,Y,20.33,12.2,5.3,0.94,11.46,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,6,Y,25.33,10.7,3.7,0.85,9.09,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,0,1,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,7,Y,30.33,8.6,2,0.31,2.66,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,8,Y,35.33,9.1,2.1,0.69,6.27,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,9,Y,40.33,11.1,4.2,0.29,3.21,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/25/2017,2017,Yes - Site Surveyed,10,Y,45.33,12.6,5.7,0.32,4.03,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,Mussels below zero mark.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,1,Y,3.68,41.5,23.75,0.7,29.05,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,2,Y,8.68,41.5,23.4,0.53,21.99,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,3,Y,13.68,31.1,13.05,0.57,17.72,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,4,Y,18.68,26.7,8.4,0.28,7.47,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,5,6,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,5,Y,23.68,25.9,7.2,0.3,7.77,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,6,Y,28.68,25,5.3,0.77,19.25,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,7,Y,33.68,26.1,6.1,0.01,0.26,No,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,8,Y,38.68,30.1,9.9,0.76,22.87,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,9,Y,43.68,29.7,9.1,0.81,24.05,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/15/2018,2018,Yes - Site Surveyed,10,Y,48.68,31.4,8.5,0.7,21.98,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,4,5,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,1,Y,3.35,32.5,13.4,0.53,17.22,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,2,Y,8.35,35,15.5,0.57,19.95,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,3,Y,13.35,35.7,17.1,0.28,9.99,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,3,4,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,4,Y,18.35,32.4,14.1,0.3,9.72,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,5,Y,23.35,34.5,15.7,0.77,26.56,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,6,Y,28.35,35.7,17.3,0.01,0.35,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,7,Y,33.35,26.1,7.4,0.76,19.83,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,8,Y,38.35,23.7,4.2,0.81,19.19,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,9,Y,43.35,24.4,4.7,0.7,17.08,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/19/2019,2019,Yes - Site Surveyed,10,Y,48.35,23.9,3.82,0.04,0.95,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,6,7,
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,1,Y,4.09,38.4,25.8,0.79,30.33,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,2,Y,9.09,30.1,18.7,0.37,11.13,No,25,25,0.0625,Mussels Present,Mussels Present,Y,6,7,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,3,Y,14.09,32.8,21.9,0.96,31.48,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,4,Y,19.09,21.4,11.2,0.87,18.61,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,2,3,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,5,Y,24.09,15.5,5.8,0.05,0.77,No,25,25,0.0625,Mussels Present,Mussels Present,Y,5,6,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,6,Y,29.09,14.9,5.7,0.94,14,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,0,1,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,7,Y,34.09,23.1,14.2,0.36,8.31,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,5,6,Sampling in stream.Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,8,Y,39.09,29,19.9,0.52,15.08,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,0,1,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,9,Y,44.09,32.4,23.8,0.76,24.62,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/27/2021,2021,Yes - Site Surveyed,10,Y,49.09,33.6,25,0.05,1.68,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,Mussels were present below 0 m.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,1,Y,1.96,36.1,24.3,0.86,31.04,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,2,Y,6.96,37.6,24.85,0.79,29.7,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,1,2,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,3,Y,11.96,38.3,25.5,0.37,14.17,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,4,Y,16.96,37.8,24.7,0.96,36.28,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,2,3,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,5,Y,21.96,37.5,23.7,0.87,32.62,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,6,Y,26.96,21.45,7.15,0.05,1.07,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,7,Y,31.96,15.3,0,0.94,14.2,Yes,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,SLIGHT MATHEMATICAL ERROR. STREAM FLOWING PARRALLEL DOWN TX SO TOP OF BED IS H.mussels below 0 at all txs.
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,8,Y,36.96,27.3,11.9,0.36,9.82,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,5,6,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,9,Y,41.96,29.9,14.1,0.52,15.54,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,mussels below 0 at all txs
KEP,5,KEFJ,KEP_B05_MI_05,Harris,6/17/2022,2022,Yes - Site Surveyed,10,Y,46.96,33.6,16.1,0.76,25.53,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,mussels below 0 at all txs
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,1,Y,1.93,0,0,0.58,2.15,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,"Extensive site notes on the back of the field data sheet. This site should never have mussels above the horizontal from ~12m along & onwards as that is what defines the bed. The bed (from 12-~48m) actually goes up and over to water on both sides, so site to be sampled is only on the west. The first 10-12m (horizontal tx) are in an area of sparse mussels only found in  cracks/crevices. Distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gaps, mussels extend to 2.6m. quad/core sample outside bed area based on gap rule."
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,2,Y,6.93,0,0,0.46,3.25,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gaps mussels extend to 6.6m. quad/core sample outside bed area based on gap rule.
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,3,Y,11.93,12.29,0,0.48,5.9,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,4,Y,16.93,13.8,0,0.67,9.3,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,5,Y,21.93,6.7,0,0.12,0.8,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,6,Y,26.93,4.47,0,0.43,1.9,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,7,Y,31.93,2.8,0,0.25,0.7,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,8,Y,36.93,2.95,0,0.22,1.43,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,the first mussel was at 1.0m along the vertical.
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,9,Y,41.93,3.6,0,0.86,3.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,6/9/2013,2013,Yes,10,Y,46.93,6.1,0,0.27,1.65,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,1,Y,4.2,1.3,0,0.08,0.1,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,5,6,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,2,Y,9.2,10,0,0.51,5.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,3,Y,14.2,10.3,0.75,0.1,1.33,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,4,Y,19.2,8.4,0,0.42,3.5,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,2,3,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,5,Y,24.2,6,0,0.23,1.38,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,6,Y,29.2,5.6,0,0.22,1.23,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,7,Y,34.2,2.4,0,0.15,0.36,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,8,Y,39.2,3.1,0,0.49,1.52,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,7,NPWS,PWS_B07_ME_01,Cedar,5/17/2015,2015,Yes,9,Y,44.2,4.1,0,0.57,2.34,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
